"Pattern","Replacement","Explanation","Date"
"*ṃ","um/ym","norrois","-inf"
"*ṃ","um","vieux haut allemand","-inf"
"*ṃ","um/ym","anglo-saxon","-inf"
"*ṃ","e...a","albanais","-inf"
"*ṃ","am","arménien classique","-inf"
"*ṃ","iṁ","lituanien","-inf"
"*ṃ","į","lituanien","-inf"
"*ṃ","ī","letton","-inf"
"*ṃ","ę","vieux-slave","-inf"
"*ṃ","a/am","avestique","-inf"
"*ṃ","a/am","sanskrit","-inf"
"*ṃ","äm...om","tokharien A (tourfanien)","-inf"
"*ṃ","äm/om","tokharien B (koutchéen)","-inf"
"*ṃ","am","tokharien B (koutchéen), tonique","-inf"
"*ṃ","am","hittite","-inf"
"*mH","μη (mê)/ αμα (ama)","grec ancien","-inf"
"*mH","mā...am","latin","-inf"
"*mH","mā/am","osque","-inf"
"*mH","maw","gallois","-inf"
"*mH","mā","gaulois","-inf"
"*mH","má","vieil irlandais","-inf"
"*mH","um","gotique","-inf"
"*mH","um/ym","norrois","-inf"
"*mH","um","vieux haut allemand","-inf"
"*mH","um/ym","anglo-saxon","-inf"
"*mH","a","albanais","-inf"
"*mH","ama","arménien classique","-inf"
"*mH","ìm","lituanien","-inf"
"*mH","ī","letton","-inf"
"*mH","ę","vieux-slave","-inf"
"*mH","ā","avestique","-inf"
"*mH","ā...ām","sanskrit","-inf"
"*mH","mā","tokharien A (tourfanien)","-inf"
"*mH","mā","tokharien B (koutchéen)","-inf"
"*mH","am ?","hittite","-inf"
"*n","ν (n)","grec ancien","-inf"
"*n","n","latin","-inf"
"*n","n","osque","-inf"
"*n","n","gallois","-inf"
"*n","n","gaulois","-inf"
"*n","n","vieil irlandais","-inf"
"*n","n","gotique","-inf"
"*n","n","norrois","-inf"
"*n","n","vieux haut allemand","-inf"
"*n","n","anglo-saxon","-inf"
"*n","n","albanais","-inf"
"*n","n","arménien classique","-inf"
"*n","n","lituanien","-inf"
"*n","n","letton","-inf"
"*n","n","vieux-slave","-inf"
"*n","","vieux-slave, amuïssement, nasalise la voyelle précédente","-inf"
"*n","n","avestique","-inf"
"*n","n","sanskrit","-inf"
"*n","n","tokharien A (tourfanien)","-inf"
"*n","ñ","tokharien A (tourfanien), avant palatale","-inf"
"*n","n","tokharien B (koutchéen)","-inf"
"*n","ñ","tokharien B (koutchéen), avant palatale","-inf"
"*n","n","hittite","-inf"
"*ṇ","αν (an)/ α (a)","grec ancien","-inf"
"*ṇ","en","latin","-inf"
"*ṇ","en/an","osque","-inf"
"*ṇ","an","gallois","-inf"
"*ṇ","an","gaulois","-inf"
"*ṇ","an/en/é","vieil irlandais","-inf"
"*ṇ","in","vieil irlandais, avant g","-inf"
"*ṇ","un","gotique","-inf"
"*ṇ","un/yn...u","norrois","-inf"
"*ṇ","un","vieux haut allemand","-inf"
"*ṇ","un/yn...ū","anglo-saxon","-inf"
"*ṇ","e...a","albanais","-inf"
"*ṇ","an","arménien classique","-inf"
"*ṇ","iñ","lituanien","-inf"
"*ṇ","į","lituanien","-inf"
"*ṇ","ī","letton","-inf"
"*ṇ","ę","vieux-slave","-inf"
"*ṇ","a/an","avestique","-inf"
"*ṇ","a/an","sanskrit","-inf"
"*ṇ","än","tokharien A (tourfanien)","-inf"
"*ṇ","an","tokharien A (tourfanien)","-inf"
"*ṇ","ā","tokharien A (tourfanien)","-inf"
"*ṇ","än","tokharien B (koutchéen)","-inf"
"*ṇ","an","tokharien B (koutchéen), tonique","-inf"
"*ṇ","an","hittite","-inf"
"*nH","νη (nê)/ ανα (ana)","grec ancien","-inf"
"*nH","nā/an","latin","-inf"
"*nH","nā/an","osque","-inf"
"*nH","naw","gallois","-inf"
"*nH","nā","gaulois","-inf"
"*nH","ná","vieil irlandais","-inf"
"*nH","un","gotique","-inf"
"*nH","un/yn...u","norrois","-inf"
"*nH","un","vieux haut allemand","-inf"
"*nH","un/yn...ū","anglo-saxon","-inf"
"*nH","a","albanais","-inf"
"*nH","ana","arménien classique","-inf"
"*nH","ìn","lituanien","-inf"
"*nH","ī","letton","-inf"
"*nH","ę","vieux-slave","-inf"
"*nH","ā","avestique","-inf"
"*nH","ā...ān","sanskrit","-inf"
"*nH","nā","tokharien A (tourfanien)","-inf"
"*nH","nā","tokharien B (koutchéen)","-inf"
"*nH","an ?","hittite","-inf"
"*r","ρ (r)","grec ancien","-inf"
"*r","ῥ- (rh-)","grec ancien","-inf"
"*r","r","latin","-inf"
"*r","r","osque","-inf"
"*r","l","gallois","-inf"
"*r","rh-","gallois","-inf"
"*r","r","gaulois","-inf"
"*r","r","vieil irlandais","-inf"
"*r","r","gotique","-inf"
"*r","r","norrois","-inf"
"*r","r","vieux haut allemand","-inf"
"*r","r","anglo-saxon","-inf"
"*r","r","albanais","-inf"
"*r","-rr-","albanais","-inf"
"*r","r...ṙ","arménien classique","-inf"
"*r","r","lituanien","-inf"
"*r","r","letton","-inf"
"*r","r","vieux-slave","-inf"
"*r","r","avestique","-inf"
"*r","r","sanskrit","-inf"
"*r","r","tokharien A (tourfanien)","-inf"
"*r","r","tokharien B (koutchéen)","-inf"
"*r","r","hittite","-inf"
"*ṛ","αρ (ar)/ ρα (ra)","grec ancien","-inf"
"*ṛ","or","latin","-inf"
"*ṛ","úr","osque","-inf"
"*ṛ","ry","gallois","-inf"
"*ṛ","ar","gallois, avant voyelle ou s","-inf"
"*ṛ","ri...re","gaulois","-inf"
"*ṛ","ar","gaulois, avant voyelle ou s","-inf"
"*ṛ","ri","vieil irlandais","-inf"
"*ṛ","ar","vieil irlandais, avant voyelle ou s","-inf"
"*ṛ","aur","gotique","-inf"
"*ṛ","or/ur","norrois","-inf"
"*ṛ","or/ur","vieux haut allemand","-inf"
"*ṛ","or/ur","anglo-saxon","-inf"
"*ṛ","ri/ir/ur/ru","albanais","-inf"
"*ṛ","ar","arménien classique","-inf"
"*ṛ","iř","lituanien","-inf"
"*ṛ","uř","lituanien","-inf"
"*ṛ","ir","letton","-inf"
"*ṛ","ur","letton","-inf"
"*ṛ","ĭr","vieux-slave","-inf"
"*ṛ","rǔ","vieux-slave","-inf"
"*ṛ","ərə","avestique","-inf"
"*ṛ","ṛ","sanskrit","-inf"
"*ṛ","är...ar","tokharien A (tourfanien)","-inf"
"*ṛ","är","tokharien B (koutchéen)","-inf"
"*ṛ","ar","tokharien B (koutchéen), tonique","-inf"
"*ṛ","ar...ur","hittite","-inf"
"*rh₁, *rh₃, *rh₂","ρη (rê)","grec ancien","-inf"
"*rh₁, *rh₃, *rh₂","ρω (rô)","grec ancien","-inf"
"*rh₁, *rh₃, *rh₂","αρα (ara)","grec ancien","-inf"
"*rh₁, *rh₃, *rh₂","rā/ar","latin","-inf"
"*rh₁, *rh₃, *rh₂","ar","osque","-inf"
"*rh₁, *rh₃, *rh₂","raw","gallois","-inf"
"*rh₁, *rh₃, *rh₂","rā...ar","gaulois","-inf"
"*rh₁, *rh₃, *rh₂","rá...ar","vieil irlandais","-inf"
"*rh₁, *rh₃, *rh₂","aur","gotique","-inf"
"*rh₁, *rh₃, *rh₂","or/ur","norrois","-inf"
"*rh₁, *rh₃, *rh₂","or/ur","vieux haut allemand","-inf"
"*rh₁, *rh₃, *rh₂","or/ur","anglo-saxon","-inf"
"*rh₁, *rh₃, *rh₂","ar/ra","albanais","-inf"
"*rh₁, *rh₃, *rh₂","ar","arménien classique","-inf"
"*rh₁, *rh₃, *rh₂","ìr","lituanien","-inf"
"*rh₁, *rh₃, *rh₂","ir","letton","-inf"
"*rh₁, *rh₃, *rh₂","ĭr","vieux-slave","-inf"
"*rh₁, *rh₃, *rh₂","rǔ","vieux-slave","-inf"
"*rh₁, *rh₃, *rh₂","arə","avestique","-inf"
"*rh₁, *rh₃, *rh₂","īr/ūr","sanskrit","-inf"
"*rh₁, *rh₃, *rh₂","rā","tokharien A (tourfanien)","-inf"
"*rh₁, *rh₃, *rh₂","rā","tokharien B (koutchéen)","-inf"
"*rh₁, *rh₃, *rh₂","ar ?","hittite","-inf"
"*w","Ø...῾ (h-)","grec ancien","-inf"
"*w","v","latin","-inf"
"*w","v","osque","-inf"
"*w","w","gallois","-inf"
"*w","gw-","gallois","-inf"
"*w","g","gallois, avant r, l","-inf"
"*w","v","gaulois","-inf"
"*w","-v-/-Ø-","gaulois","-inf"
"*w","v/b","gaulois, avant sonante","-inf"
"*w","f-","vieil irlandais","-inf"
"*w","","vieil irlandais, amuïssement","-inf"
"*w","b","vieil irlandais, avant sonante","-inf"
"*w","w","gotique","-inf"
"*w","v","norrois","-inf"
"*w","w","vieux haut allemand","-inf"
"*w","w","anglo-saxon","-inf"
"*w","v","albanais","-inf"
"*w","v","arménien classique","-inf"
"*w","g-","arménien classique","-inf"
"*w","v","lituanien","-inf"
"*w","v","letton","-inf"
"*w","v","vieux-slave","-inf"
"*w","v","avestique","-inf"
"*w","v","sanskrit","-inf"
"*w","w","tokharien A (tourfanien)","-inf"
"*w","w","tokharien B (koutchéen)","-inf"
"*w","y","tokharien B (koutchéen), avant palatale","-inf"
"*w","w","hittite","-inf"
"*w","w-/uw-","hittite","-inf"
"*y","῾ (h-)","grec ancien","-inf"
"*y","","grec ancien, amuïssement","-inf"
"*y","ζ (z)","grec ancien, après consonne","-inf"
"*y","i","latin","-inf"
"*y","","latin, amuïssement","-inf"
"*y","i","osque","-inf"
"*y","","osque, amuïssement","-inf"
"*y","i","gallois","-inf"
"*y","i","gaulois","-inf"
"*y","","vieil irlandais, amuïssement","-inf"
"*y","j","gotique","-inf"
"*y","j","norrois","-inf"
"*y","Ø-...j-","norrois","-inf"
"*y","j","vieux haut allemand","-inf"
"*y","j","anglo-saxon","-inf"
"*y","gj","albanais","-inf"
"*y","","albanais, amuïssement","-inf"
"*y","j","albanais","-inf"
"*y","h","albanais","-inf"
"*y","j","arménien classique","-inf"
"*y","","arménien classique, amuïssement","-inf"
"*y","j","lituanien","-inf"
"*y","j","letton","-inf"
"*y","j","vieux-slave","-inf"
"*y","y","avestique","-inf"
"*y","y","sanskrit","-inf"
"*y","y","tokharien A (tourfanien)","-inf"
"*y","y","tokharien B (koutchéen)","-inf"
"*y","y","hittite","-inf"
"*ḥ₁","ε (e)","grec ancien","-inf"
"*ḥ₂","α (a)","grec ancien","-inf"
"*ḥ₃","ο (o)","grec ancien","-inf"
"*ḥ₁","a","latin","-inf"
"*ḥ₂","a","latin","-inf"
"*ḥ₃","a","latin","-inf"
"*ḥ₁","a","osque","-inf"
"*ḥ₂","a","osque","-inf"
"*ḥ₃","a","osque","-inf"
"*ḥ₁","a...e","gallois","-inf"
"*ḥ₂","a...e","gallois","-inf"
"*ḥ₃","a...e","gallois","-inf"
"*ḥ₁","a","gaulois","-inf"
"*ḥ₂","a","gaulois","-inf"
"*ḥ₃","a","gaulois","-inf"
"*ḥ₁","a...e","vieil irlandais","-inf"
"*ḥ₂","a...e","vieil irlandais","-inf"
"*ḥ₃","a...e","vieil irlandais","-inf"
"*ḥ₁","a","gotique, tonique","-inf"
"*ḥ₁","","gotique, amuïssement","-inf"
"*ḥ₂","a","gotique, tonique","-inf"
"*ḥ₂","","gotique, amuïssement","-inf"
"*ḥ₃","a","gotique, tonique","-inf"
"*ḥ₃","","gotique, amuïssement","-inf"
"*ḥ₁","a","norrois, tonique","-inf"
"*ḥ₁","e/ø","norrois","-inf"
"*ḥ₁","","norrois, amuïssement","-inf"
"*ḥ₂","a","norrois, tonique","-inf"
"*ḥ₂","e/ø","norrois","-inf"
"*ḥ₂","","norrois, amuïssement","-inf"
"*ḥ₃","a","norrois, tonique","-inf"
"*ḥ₃","e/ø","norrois","-inf"
"*ḥ₃","","norrois, amuïssement","-inf"
"*ḥ₁","a","vieux haut allemand, tonique","-inf"
"*ḥ₁","e","vieux haut allemand","-inf"
"*ḥ₁","","vieux haut allemand, amuïssement","-inf"
"*ḥ₂","a","vieux haut allemand, tonique","-inf"
"*ḥ₂","e","vieux haut allemand","-inf"
"*ḥ₂","","vieux haut allemand, amuïssement","-inf"
"*ḥ₃","a","vieux haut allemand, tonique","-inf"
"*ḥ₃","e","vieux haut allemand","-inf"
"*ḥ₃","","vieux haut allemand, amuïssement","-inf"
"*ḥ₁","a","anglo-saxon, tonique","-inf"
"*ḥ₁","e/ea...æ","anglo-saxon","-inf"
"*ḥ₁","","anglo-saxon, amuïssement","-inf"
"*ḥ₂","a","anglo-saxon, tonique","-inf"
"*ḥ₂","e/ea...æ","anglo-saxon","-inf"
"*ḥ₂","","anglo-saxon, amuïssement","-inf"
"*ḥ₃","a","anglo-saxon, tonique","-inf"
"*ḥ₃","e/ea...æ","anglo-saxon","-inf"
"*ḥ₃","","anglo-saxon, amuïssement","-inf"
"*ḥ₁","a...ë","albanais","-inf"
"*ḥ₁","ha","albanais","-inf"
"*ḥ₂","a...ë","albanais","-inf"
"*ḥ₂","ha","albanais","-inf"
"*ḥ₃","a...ë","albanais","-inf"
"*ḥ₃","ha","albanais","-inf"
"*ḥ₁","a/Ø","arménien classique","-inf"
"*ḥ₂","a/Ø","arménien classique","-inf"
"*ḥ₃","a/Ø","arménien classique","-inf"
"*ḥ₁","a...Ø","lituanien","-inf"
"*ḥ₂","a...Ø","lituanien","-inf"
"*ḥ₃","a...Ø","lituanien","-inf"
"*ḥ₁","a...Ø","letton","-inf"
"*ḥ₂","a...Ø","letton","-inf"
"*ḥ₃","a...Ø","letton","-inf"
"*ḥ₁","o...Ø","vieux-slave","-inf"
"*ḥ₂","o...Ø","vieux-slave","-inf"
"*ḥ₃","o...Ø","vieux-slave","-inf"
"*ḥ₁","i...Ø","avestique","-inf"
"*ḥ₂","i...Ø","avestique","-inf"
"*ḥ₃","i...Ø","avestique","-inf"
"*ḥ₁","i","sanskrit","-inf"
"*ḥ₂","i","sanskrit","-inf"
"*ḥ₃","i","sanskrit","-inf"
"*ḥ₁","ā","tokharien A (tourfanien)","-inf"
"*ḥ₂","ā","tokharien A (tourfanien)","-inf"
"*ḥ₃","ā","tokharien A (tourfanien)","-inf"
"*ḥ₁","ā1","tokharien B (koutchéen)","-inf"
"*ḥ₁","a","tokharien B (koutchéen)","-inf"
"*ḥ₂","ā1","tokharien B (koutchéen)","-inf"
"*ḥ₂","a","tokharien B (koutchéen)","-inf"
"*ḥ₃","ā1","tokharien B (koutchéen)","-inf"
"*ḥ₃","a","tokharien B (koutchéen)","-inf"
"*ḥ₁","a","hittite","-inf"
"*ḥ₁","ḫ","hittite","-inf"
"*ḥ₂","a","hittite","-inf"
"*ḥ₂","ḫ","hittite","-inf"
"*ḥ₃","a","hittite","-inf"
"*ḥ₃","ḫ","hittite","-inf"
"*a","α (a)","grec ancien","-inf"
"*a","a","latin","-inf"
"*a","a","osque","-inf"
"*a","a...e","gallois","-inf"
"*a","a","gaulois","-inf"
"*a","a...e","vieil irlandais","-inf"
"*a","a","gotique, tonique","-inf"
"*a","","gotique, amuïssement","-inf"
"*a","a","norrois, tonique","-inf"
"*a","e/ø","norrois","-inf"
"*a","","norrois, amuïssement","-inf"
"*a","a","vieux haut allemand, tonique","-inf"
"*a","e","vieux haut allemand","-inf"
"*a","","vieux haut allemand, amuïssement","-inf"
"*a","a","anglo-saxon, tonique","-inf"
"*a","e/ea...æ","anglo-saxon","-inf"
"*a","","anglo-saxon, amuïssement","-inf"
"*a","a...ë","albanais","-inf"
"*a","ha","albanais","-inf"
"*a","a","arménien classique","-inf"
"*a","a","lituanien","-inf"
"*a","a","letton","-inf"
"*a","o","vieux-slave","-inf"
"*a","a...ə","avestique","-inf"
"*a","a","sanskrit","-inf"
"*a","ā","tokharien A (tourfanien)","-inf"
"*a","ā1","tokharien B (koutchéen)","-inf"
"*a","a","tokharien B (koutchéen)","-inf"
"*a","a","hittite","-inf"
"*a","ḫa","hittite","-inf"
"*o","o","grec ancien","-inf"
"*o","o...u","latin","-inf"
"*o","ú","osque","-inf"
"*o","o....w/y","gallois","-inf"
"*o","o","gaulois","-inf"
"*o","o...u","vieil irlandais","-inf"
"*o","a","gotique, tonique","-inf"
"*o","","gotique, amuïssement","-inf"
"*o","a","norrois, tonique","-inf"
"*o","e/ø","norrois","-inf"
"*o","","norrois, amuïssement","-inf"
"*o","a","vieux haut allemand, tonique","-inf"
"*o","e","vieux haut allemand","-inf"
"*o","","vieux haut allemand, amuïssement","-inf"
"*o","a","anglo-saxon, tonique","-inf"
"*o","e/ea...æ","anglo-saxon","-inf"
"*o","","anglo-saxon, amuïssement","-inf"
"*o","a...ë","albanais","-inf"
"*o","o","arménien classique","-inf"
"*o","u","arménien classique, avant nasale","-inf"
"*o","etc. a","arménien classique","-inf"
"*o","a","lituanien","-inf"
"*o","a","letton","-inf"
"*o","o","vieux-slave","-inf"
"*o","a...ə/ā","avestique","-inf"
"*o","a...ā","sanskrit","-inf"
"*o","a","tokharien A (tourfanien)","-inf"
"*o","e","tokharien B (koutchéen)","-inf"
"*o","a...o","hittite","-inf"
"*e","ε (e)","grec ancien","-inf"
"*e","e...i/ o","latin","-inf"
"*e","e","osque","-inf"
"*e","e","gallois","-inf"
"*e","e...i","gaulois","-inf"
"*e","e/i","vieil irlandais","-inf"
"*e","ai","gotique, tonique","-inf"
"*e","i","gotique, syllabe suivante avec i tonique","-inf"
"*e","","gotique, amuïssement","-inf"
"*e","e/jø/ø/ia","norrois, tonique","-inf"
"*e","i","norrois, syllabe suivante avec i tonique","-inf"
"*e","","norrois, amuïssement","-inf"
"*e","e","vieux haut allemand, tonique","-inf"
"*e","i","vieux haut allemand, syllabe suivante avec i tonique","-inf"
"*e","","vieux haut allemand, amuïssement","-inf"
"*e","e/io","anglo-saxon, tonique","-inf"
"*e","i","anglo-saxon, syllabe suivante avec i tonique","-inf"
"*e","","anglo-saxon, amuïssement","-inf"
"*e","ja","albanais","-inf"
"*e","je/i/ie/e","albanais","-inf"
"*e","e","arménien classique","-inf"
"*e","i","arménien classique, avant nasale","-inf"
"*e","e","lituanien","-inf"
"*e","e","letton","-inf"
"*e","e","vieux-slave","-inf"
"*e","a...ə","avestique","-inf"
"*e","a","sanskrit","-inf"
"*e","ä","tokharien A (tourfanien)","-inf"
"*e","","tokharien A (tourfanien), amuïssement","-inf"
"*e","a","tokharien B (koutchéen), tonique","-inf"
"*e","ä","tokharien B (koutchéen)","-inf"
"*e","","tokharien B (koutchéen), amuïssement","-inf"
"*e","e...i/a","hittite","-inf"
"*i","ι (i)","grec ancien","-inf"
"*i","i/e","latin","-inf"
"*i","í","osque","-inf"
"*i","y","gallois","-inf"
"*i","i","gaulois","-inf"
"*i","-e","gaulois","-inf"
"*i","i...e","vieil irlandais","-inf"
"*i","ai/i","gotique, tonique","-inf"
"*i","","gotique, amuïssement","-inf"
"*i","i/e/y","norrois","-inf"
"*i","","norrois, amuïssement","-inf"
"*i","i","vieux haut allemand, tonique","-inf"
"*i","e","vieux haut allemand, syllabe suivante avec a tonique","-inf"
"*i","","vieux haut allemand, amuïssement","-inf"
"*i","i/io","anglo-saxon","-inf"
"*i","e","anglo-saxon, syllabe suivante avec a tonique","-inf"
"*i","","anglo-saxon, amuïssement","-inf"
"*i","i/e","albanais","-inf"
"*i","i","arménien classique","-inf"
"*i","i","lituanien","-inf"
"*i","i","letton","-inf"
"*i","ĭ","vieux-slave","-inf"
"*i","i","avestique","-inf"
"*i","i","sanskrit","-inf"
"*i","ä/Ø","tokharien A (tourfanien)","-inf"
"*i","a","tokharien B (koutchéen), tonique","-inf"
"*i","ä/Ø","tokharien B (koutchéen)","-inf"
"*i","i","hittite","-inf"
"*u","υ (u)","grec ancien","-inf"
"*u","u","latin","-inf"
"*u","u","osque","-inf"
"*u","w...o","gallois","-inf"
"*u","u","gaulois","-inf"
"*u","u...o","vieil irlandais","-inf"
"*u","u1","gotique","-inf"
"*u","au","gotique","-inf"
"*u","u/o/y","norrois","-inf"
"*u","u","vieux haut allemand","-inf"
"*u","o","vieux haut allemand, syllabe suivante avec a tonique","-inf"
"*u","u","anglo-saxon","-inf"
"*u","o","anglo-saxon, syllabe suivante avec a tonique","-inf"
"*u","u","albanais","-inf"
"*u","y","albanais, suivi par consonne et i","-inf"
"*u","u","arménien classique","-inf"
"*u","u","lituanien","-inf"
"*u","u","letton","-inf"
"*u","ǔ","vieux-slave","-inf"
"*u","u","avestique","-inf"
"*u","u","sanskrit","-inf"
"*u","ä/Ø","tokharien A (tourfanien)","-inf"
"*u","a","tokharien B (koutchéen), tonique","-inf"
"*u","ä/Ø","tokharien B (koutchéen)","-inf"
"*u","u","hittite","-inf"
"*ā, *eh₂","η (ê)","grec ancien","-inf"
"*ā, *eh₂","ā","latin","-inf"
"*ā, *eh₂","a...aa","osque","-inf"
"*ā, *eh₂","aw...o","gallois","-inf"
"*ā, *eh₂","ā","gaulois","-inf"
"*ā, *eh₂","á","vieil irlandais","-inf"
"*ā, *eh₂","o","gotique","-inf"
"*ā, *eh₂","ó/ø:","norrois","-inf"
"*ā, *eh₂","uo","vieux haut allemand","-inf"
"*ā, *eh₂","ō/ē","anglo-saxon","-inf"
"*ā, *eh₂","o/ua","albanais","-inf"
"*ā, *eh₂","a","arménien classique","-inf"
"*ā, *eh₂","o","lituanien","-inf"
"*ā, *eh₂","uo","letton","-inf"
"*ā, *eh₂","o","letton","-inf"
"*ā, *eh₂","a","vieux-slave","-inf"
"*ā, *eh₂","ā","avestique","-inf"
"*ā, *eh₂","ā","sanskrit","-inf"
"*ā, *eh₂","a","tokharien A (tourfanien)","-inf"
"*ā, *eh₂","o","tokharien B (koutchéen)","-inf"
"*ā, *eh₂","a","hittite","-inf"
"*ā, *eh₂","aḫ","hittite","-inf"
"*ō, *eh₃","ω (ô)","grec ancien","-inf"
"*ō, *eh₃","ō","latin","-inf"
"*ō, *eh₃","u","osque","-inf"
"*ō, *eh₃","aw...o","gallois","-inf"
"*ō, *eh₃","ā","gaulois","-inf"
"*ō, *eh₃","-ū","gaulois","-inf"
"*ō, *eh₃","á","vieil irlandais","-inf"
"*ō, *eh₃","-ú","vieil irlandais","-inf"
"*ō, *eh₃","o","gotique","-inf"
"*ō, *eh₃","ó/ø:","norrois","-inf"
"*ō, *eh₃","uo","vieux haut allemand","-inf"
"*ō, *eh₃","ō/ē","anglo-saxon","-inf"
"*ō, *eh₃","e","albanais","-inf"
"*ō, *eh₃","u","arménien classique","-inf"
"*ō, *eh₃","ā","lituanien","-inf"
"*ō, *eh₃","o","letton","-inf"
"*ō, *eh₃","a","vieux-slave","-inf"
"*ō, *eh₃","ā","avestique","-inf"
"*ō, *eh₃","ā","sanskrit","-inf"
"*ō, *eh₃","ā","tokharien A (tourfanien)","-inf"
"*ō, *eh₃","ā","tokharien B (koutchéen), tonique","-inf"
"*ō, *eh₃","a","tokharien B (koutchéen)","-inf"
"*ō, *eh₃","a","hittite","-inf"
"*ē, *eh₁","η (ê)","grec ancien","-inf"
"*ē, *eh₁","ē","latin","-inf"
"*ē, *eh₁","í","osque","-inf"
"*ē, *eh₁","i","gallois","-inf"
"*ē, *eh₁","ī","gaulois","-inf"
"*ē, *eh₁","-ē","gaulois","-inf"
"*ē, *eh₁","í","vieil irlandais","-inf"
"*ē, *eh₁","-é","vieil irlandais","-inf"
"*ē, *eh₁","e","gotique","-inf"
"*ē, *eh₁","á","norrois, tonique","-inf"
"*ē, *eh₁","ǽ","norrois","-inf"
"*ē, *eh₁","â","vieux haut allemand","-inf"
"*ē, *eh₁","æ:","anglo-saxon","-inf"
"*ē, *eh₁","o/ua","albanais","-inf"
"*ē, *eh₁","i","arménien classique","-inf"
"*ē, *eh₁","ĕ","lituanien","-inf"
"*ē, *eh₁","ē","letton","-inf"
"*ē, *eh₁","ĕ","vieux-slave","-inf"
"*ē, *eh₁","ā","avestique","-inf"
"*ē, *eh₁","ā","sanskrit","-inf"
"*ē, *eh₁","a","tokharien A (tourfanien)","-inf"
"*ē, *eh₁","-ā ?","tokharien A (tourfanien)","-inf"
"*ē, *eh₁","e","tokharien B (koutchéen)","-inf"
"*ē, *eh₁","-ā","tokharien B (koutchéen)","-inf"
"*ē, *eh₁","e/i","hittite","-inf"
"*ī, *iH","ι (ī)","grec ancien","-inf"
"*ī, *iH","ī","latin","-inf"
"*ī, *iH","i/ií","osque","-inf"
"*ī, *iH","i","gallois","-inf"
"*ī, *iH","ī","gaulois","-inf"
"*ī, *iH","í","vieil irlandais","-inf"
"*ī, *iH","ei","gotique","-inf"
"*ī, *iH","í/ý","norrois","-inf"
"*ī, *iH","î","vieux haut allemand","-inf"
"*ī, *iH","ī","anglo-saxon","-inf"
"*ī, *iH","i","albanais","-inf"
"*ī, *iH","i","arménien classique","-inf"
"*ī, *iH","y","lituanien","-inf"
"*ī, *iH","ī","letton","-inf"
"*ī, *iH","i","vieux-slave","-inf"
"*ī, *iH","ī","avestique","-inf"
"*ī, *iH","ī","sanskrit","-inf"
"*ī, *iH","ä...i/Ø","tokharien A (tourfanien)","-inf"
"*ī, *iH","a","tokharien B (koutchéen), tonique","-inf"
"*ī, *iH","ä/i/Ø","tokharien B (koutchéen)","-inf"
"*ī, *iH","li","hittite","-inf"
"*ū, *uh₁","υ (ū)","grec ancien","-inf"
"*ū, *uh₂/₃","υ (ū)","grec ancien","-inf"
"*ū, *uh₁","ū","latin","-inf"
"*ū, *uh₂/₃","ū","latin","-inf"
"*ū, *uh₁","u","osque","-inf"
"*ū, *uh₂/₃","u","osque","-inf"
"*ū, *uh₁","i","gallois","-inf"
"*ū, *uh₂/₃","i","gallois","-inf"
"*ū, *uh₁","ū","gaulois","-inf"
"*ū, *uh₂/₃","ū","gaulois","-inf"
"*ū, *uh₁","ú","vieil irlandais","-inf"
"*ū, *uh₂/₃","ú","vieil irlandais","-inf"
"*ū, *uh₁","u","gotique","-inf"
"*ū, *uh₂/₃","u","gotique","-inf"
"*ū, *uh₁","ú/ý","norrois","-inf"
"*ū, *uh₂/₃","ú/ý","norrois","-inf"
"*ū, *uh₁","û","vieux haut allemand","-inf"
"*ū, *uh₂/₃","û","vieux haut allemand","-inf"
"*ū, *uh₁","ū/ȳ","anglo-saxon","-inf"
"*ū, *uh₂/₃","ū/ȳ","anglo-saxon","-inf"
"*ū, *uh₁","y","albanais","-inf"
"*ū, *uh₁","-i","albanais","-inf"
"*ū, *uh₂/₃","y","albanais","-inf"
"*ū, *uh₂/₃","-i","albanais","-inf"
"*ū, *uh₁","u","arménien classique","-inf"
"*ū, *uh₂/₃","u","arménien classique","-inf"
"*ū, *uh₁","ū","lituanien","-inf"
"*ū, *uh₂/₃","ū","lituanien","-inf"
"*ū, *uh₁","ū","letton","-inf"
"*ū, *uh₂/₃","ū","letton","-inf"
"*ū, *uh₁","y","vieux-slave","-inf"
"*ū, *uh₂/₃","y","vieux-slave","-inf"
"*ū, *uh₁","ū","avestique","-inf"
"*ū, *uh₂/₃","ū","avestique","-inf"
"*ū, *uh₁","ū","sanskrit","-inf"
"*ū, *uh₂/₃","ū","sanskrit","-inf"
"*ū, *uh₁","u/Ø","tokharien A (tourfanien)","-inf"
"*ū, *uh₂/₃","wā","tokharien A (tourfanien)","-inf"
"*ū, *uh₁","u/o/Ø","tokharien B (koutchéen)","-inf"
"*ū, *uh₂/₃","wā","tokharien B (koutchéen)","-inf"
"*ū, *uh₁","u","hittite","-inf"
"*ū, *uh₂/₃","u","hittite","-inf"
"*ai","αι (ai)","grec ancien","-inf"
"*ai","ae","latin","-inf"
"*ai","ai","osque","-inf"
"*ai","oe","gallois","-inf"
"*ai","ē","gaulois","-inf"
"*ai","-ai > -ī","gaulois","-inf"
"*ai","ae...ai","vieil irlandais","-inf"
"*ai","ai","gotique, tonique","-inf"
"*ai","ei / ey","norrois, tonique","-inf"
"*ai","ai / ei","vieux haut allemand, tonique","-inf"
"*ai","-ê","vieux haut allemand","-inf"
